text,ecosys
unauthenticated encryption cbc mode simplesamlphp eleven thousand  four hundred and twelve earlier make easier maninthemiddle attackers obtain sensitive information leverage use aesencrypt aesdecrypt methods class protect session identifiers reply nonhttps service providers simplesamlphp simplesamlphp ,unknown
high severity vulnerability affect djangocrm multiple csrf issue exist micropyramid django crm twenty-one via apisettingsadd casescreate commentadd documents1view documentscreate login micropyramid django_crm ,unknown
security reason chatbotner sixty update requirements add new version django upgrade ,unknown
crosssite script package vulnerable crosssite script xss ,gem
information exposure jenkins monitor data could view low privilege users via remote api include system configuration runtime information nod jenkins versions two hundred and forty-four two thousand  three hundred and twenty-two node monitor data could view low privilege users via remote api include system configuration runtime information nod security343 jenkins jenkins ,unknown
low severity vulnerability affect mserver path traversal vulnerability module mserver one hundred and forty-one allow malicious user access unauthorized content file directory tree eg etcpasswd append slash url request mserver_project mserver ,unknown
high severity vulnerability affect openframeimage openframeimage openframe extension add support image via fbi openframeimage download data resources http leave vulnerable mitm attack openframeimage ,unknown
path traversal jooby vulnerable directory traversal via two separate vectors versions one hundred and sixty-seven versions two hundred inclusive two hundred and eighty-two iojooby jooby orgjooby jooby vulnerable directory traversal via two separate vectors jooby jooby ,unknown
one hundred and fifty remove use insecure pickle data ,unknown
invalid input route validation rule hapi validate empty parameters could result invalid input bypass route validation rule example rout scheme api param param2 detail request make api would match incorrectly ,unknown
download resources http steroids download zip resources http leave vulnerable mitm attack may possible remote code execution rce swap request tarball attacker control tarball attacker network position user remote server ,unknown
injection vulnerability amresize allow remote attackers execute arbitrary command via exec argument cmd argument use within indexjs control user without sanitization amresize two hundred and thirty-two allow remote attackers execute arbitrary command via exec argument cmd argument use within indexjs control user without sanitization dnt amresize ,unknown
high severity vulnerability affect gomeplush5proxy gomeplush5proxy vulnerable directory traversal issue allow attackers access file system place url gomeplush5proxy ,unknown
critical severity vulnerability affect mitogen dispute corepy mitogen twenty-eight typo drop protection mechanism case child initiate another child ansible extension unaffected note vendor dispute issue exploitable conjunction hypothetical factor ie affect use case within library caller bug message receiver policy code lead reliance extra protection mechanism networkgenomics mitogen ,unknown
default werkzeug twelve change secure ones see pull request seven hundred and fifty-three ,unknown
hijack environment variables httpproxyjs malicious module publish intent hijack environment variables unpublished npm ,unknown
crlf injection gunicorn allow injection crlf sequence http headers vulnerability process_headers function result attacker cause server return arbitrary http headers gunicorn version one thousand  nine hundred and forty-five contain cwe113 improper neutralization crlf sequence http headers vulnerability process_headers function result attacker cause server return arbitrary http headers vulnerability appear fix one thousand  nine hundred and fifty gunicorn gunicorn ,unknown
improper input validation sandbox protection jenkins script security plugin could circumvent script compilation phase apply ast transform annotations import use inside annotations sandbox protection jenkins script security plugin one hundred and sixty-nine earlier could circumvent script compilation phase apply ast transform annotations import use inside annotations jenkins script_security ,unknown
session key exposure session list django user sessions django user sessions one hundred and seventy-one view provide allow users terminate specific sessions session key use identify sessions thus include render html problem however website xss vulnerability session key could extract attacker session takeover could happen ,unknown
cve20191000011 access control bypass graphql mutations api platform version two hundred and twenty two hundred and thirty-five contain incorrect access control vulnerability graphql delete mutations result user authorize delete resource delete resource attack appear exploitable via user must authorize vulnerability appear fix two hundred and thirty-six apiplatform core ,unknown
fail proper certificate validation security problem involve peer certificate verification find fail verification silently nothing make affect applications vulnerable attackers attackers could lead client application believe secure connection rogue ssl server legitimate attackers could also penetrate clientvalidated ssl server applications dummy certificate ,gem
http request smuggle lf vs crlf handle waitress waitress version one hundred and thirty-one implement may part rfc7230 state although line terminator startline header field sequence crlf recipient may recognize single lf line terminator ignore precede cr unfortunately frontend server parse header field lf way crlf lead frontend backend server parse http message two different ways lead potential http request smugglingsplitting whereby waitress may see two request frontend server see single http message issue fix waitress one hundred and forty agendaless waitress ,unknown
ss2018011 sql injection vulnerability ,unknown
crosssite request forgery csrf csrf forgery vulnerability exist rail make possible attacker give global csrf token one present authenticity_token meta tag forge perform csrf token csrf forgery vulnerability exist rail five hundred and twenty-five rail six hundred and four make possible attacker give global csrf token one present authenticity_token meta tag forge perform csrf token rubyonrails rail ,gem
high severity vulnerability affect jacksondatabind fasterxml jacksondatabind 2x two hundred and ninety-eight might allow attackers unspecified impact leverage failure block openjpa class polymorphic deserialization fasterxml jboss_brmsredhat ,unknown
cross site script attacker trick unsuspecting user view specially craft plot site use plotlyjs attacker could potentially retrieve authentication tokens perform action behalf user ,unknown
path traversal installation process librenms allow remote attackers read arbitrary file relate htmlinstallphp installation process librenms twenty million  one hundred and seventy thousand  eight hundred and eighteen allow remote attackers read arbitrary file relate htmlinstallphp librenms librenms ,unknown
action mailer gem ruby contain possible do vulnerability action mailer gem ruby contain format string flaw log subscriber component issue trigger format string specifiers eg x properly sanitize usersupplied input handle email address may allow remote attacker denial service multiple format string vulnerabilities log_subscriberrb file log subscriber component action mailer ruby rail 3x three thousand  two hundred and fifteen allow remote attackers denial service via craft email address improperly handle construction log message rubyonrails railsrubyonrails ruby_on_rails ,gem
wordops three hundred and ninety-seven secure proftpd stack tls ,unknown
pyplanet seventy update libraries fix security issue none critical ,unknown
null pointer dereference null dereference vulnerability find mime handle component libetpan null dereference vulnerability find mime handle component libetpan eighteen use mailcore mailcore two crash occur fail parse cc header contain multiple email address libetpan_project libetpan ,unknown
cryptographic issue nodeschnaps nodejs compatibility layer java rhino nodeschnaps download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server nodeschnaps nodejs compatibility layer java rhino nodeschnaps download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server nodeschnaps_project nodeschnaps ,unknown
user phishing vulnerability allow phishing attempt users application use password reset system malicious users attempt trick users enter login credentials separate application control since password reset notification use host incoming request build password reset url host password reset url may spoof users notice intend application domain may accidentally enter login credentials malicious application laravel 54x five thousand  four hundred and twenty-two properly constrain host portion passwordreset url make easier remote attackers conduct phishing attack specify attackercontrolled host laravel laravel ,unknown
insecure default initialization resource applications change value usespringbinding property disable default vulnerable malicious el expressions view state process form submissions subelement declare explicit data bind property mappings issue discover pivotal spring web flow two hundred and forty-five applications change value usespringbinding property disable default ie set false vulnerable malicious el expressions view state process form submissions subelement declare explicit data bind property mappings note issue exist incomplete fix cve20174971 pivotal spring_web_flow ,unknown
deserialization untrusted data fasterxml jacksondatabind allow unauthenticated remote code execution exploitable send maliciously craft json input readvalue method objectmapper bypass denylist ineffective spring libraries available classpath fasterxml jacksondatabind two thousand  eight hundred and ten 29x two hundred and ninety-three allow unauthenticated remote code execution incomplete fix cve20177525 deserialization flaw exploitable send maliciously craft json input readvalue method objectmapper bypass blacklist ineffective spring libraries available classpath fasterxml jacksonredhat jboss_brmsredhat ,unknown
improper input validation mixindeep node suffer modification assumedimmutable data maid vulnerability allow malicious user modify prototype object via __proto__ cause addition modification exist property exist object mixindeep node module one hundred and thirty-one suffer modification assumedimmutable data maid vulnerability allow malicious user modify prototype object via __proto__ cause addition modification exist property exist object mixindeep_project mixindeep ,unknown
jarbasutils fifty-one cast encryption key bytes ,unknown
sql injection sql injection possible application use npm module sequelize untrusted user input pass order parameter example id one order sql injection vulnerability sequelize 200rc7 nodejs allow remote attackers execute arbitrary sql command via order parameter sequelize_project sequelize ,unknown
python two hundred and fifty-two earlier allow contextdependent attackers execute arbitrary code via multiple vectors negative size value provide function allocate less memory expect assert disable trigger buffer overflow python two hundred and fifty-two earlier allow contextdependent attackers execute arbitrary code via multiple vectors negative size value provide function allocate less memory expect assert disable trigger buffer overflow python ,unknown
path traversal pytservce vulnerable directory traversal issue give attacker access filesystem place url pytservce static file server pytservce vulnerable directory traversal issue give attacker access filesystem place url pytservce_project pytservce ,unknown
code execution backdoor bitcoin_vanity bitcoin_vanity gem four hundred and thirty-three ruby distribute rubygemsorg include codeexecution backdoor insert third party unaffected version know exist gem appear entirely remove restclient gem one thousand  six hundred and ten one thousand  six hundred and thirteen ruby distribute rubygemsorg include codeexecution backdoor insert third party versions one hundred and sixty-nine one thousand  six hundred and fourteen unaffected restclient_project restclient ,gem
download resources http install startselenium command line start standalone selenium server chromedriver download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request resources attacker control copy attacker network position user remote server ,unknown
moderate severity vulnerability affect plone plone four hundred and thirteen earlier compute hash value form parameters without restrict ability trigger hash collisions predictably allow remote attackers denial service cpu consumption send many craft parameters plone plone ,unknown
xss vulnerability simple_format helper vulnerability simple_format helper ruby rail simple_format helper convert user supply text html text intend safe display change make implementation helper mean user provide html attribute escape correctly result error applications pass usercontrolled data include html attribute vulnerable xss attack crosssite script xss vulnerability simple_format helper ruby rail 4x four hundred and two allow remote attackers inject arbitrary web script html via craft html attribute rubyonrails rail ,gem
denialofservice pass certain input could lead significant memory usage due recursion repercentencoding invalid utf8 octet sequence issue discover django 111x eleven thousand  one hundred and twenty-three 21x two thousand  one hundred and eleven 22x two hundred and twenty-four pass certain input could lead significant memory usage due recursion repercentencoding invalid utf8 octet sequence djangoproject django ,unknown
high severity vulnerability affect archivetarminitar minitar directory traversal vulnerability minitar six archivetarminitar fifty-two gems ruby allow remote attackers write arbitrary file via dot dot tar archive entry minitar minitar ,gem
code injection remote code execution vulnerability ,unknown
markdown2 ten thousand  one hundred and fifteen vulnerable xss attack via javascript injection carefully craft image reference usage doublequotes url ,unknown
improper input validation certain input file could make parser hang apache sanselan aka apache commons image use parse could use do attack certain input file could make code hang apache sanselan 097incubator use parse could use do attack note apache sanselan incubate rename apache commons image apache commons_imaging ,unknown
command injection codecov npm package codecov codecov ,unknown
content injection via tilejson attribute mapboxjs versions 1x prior one hundred and sixty-five 2x prior two hundred and seventeen vulnerable attack certain uncommon usage scenarios use lmapboxmap lmapboxtilelayer load untrusted tilejson content nonmapbox url possible malicious user control tilejson content inject script content attribution value tilejson execute context page use mapboxjs usage uncommon follow usage scenarios vulnerable trust tilejson content load tilejson content come mapboxcom urls mapbox map id supply rather tilejson url ,unknown
cve201819790 open redirect vulnerability login open redirect discover symfony 27x two thousand  seven hundred and fifty 28x two thousand  eight hundred and forty-nine 3x three thousand  four hundred and twenty 40x four thousand and fifteen 41x four hundred and nineteen 42x four hundred and twenty-one use backslashes _failure_path input field login form attacker work around redirection target restrictions effectively redirect user domain login sensiolabs symfony ,unknown
pickleload call import data allow remote attackers execute arbitrary code via craft pickle file demonstrate python code contain ossystem call pickleload call import data allow remote attackers execute arbitrary code via craft pickle file demonstrate python code contain ossystem call pyconuk ,unknown
command injection limdu limdu ninety-five trainbatch function command injection vulnerability clients limdu library unlikely aware might unwittingly write code contain vulnerability patch ninety-five limdu_project limdu ,unknown
moderate severity vulnerability affect devise devise gem 22x two hundred and twenty-three 21x two hundred and thirteen 20x two hundred and five 15x one hundred and fifty-four ruby use certain databases properly perform type conversion perform database query might allow remote attackers incorrect result return bypass security check via unknown vectors demonstrate reset passwords arbitrary account plataformatec deviserubylang ruby ,gem
html injectionxss sanitize use combination libxml2 two hundred and ninety-two specially craft html fragment libxml2 generate improperly escape output allow attribute specify allowlist use allow html javascript injection could result xss output serve browsers specially craft html fragment sanitize gem ruby allow nonwhitelisted attribute use whitelisted html element sanitize_project sanitize ,gem
crosssite request forgery csrf serverside request forgery vulnerability exist jenkins allow users overallread permission jenkins submit http get request arbitrary url learn whether response successful serverside request forgery vulnerability exist jenkins two thousand  one hundred and twenty older lts twenty-one thousand and seventy-two older allow users overallread permission jenkins submit http get request arbitrary url learn whether response successful two hundred jenkins jenkins ,unknown
download resources http apkparser2 module extract android manifest info apk file apkparser2 download binary resources http leave vulnerable mitm attack may possible remote code execution rce swap request binary attacker control binary attacker network position user remote server ,unknown
path traversal exxxxxxxxxxx http ex frame google style javascript guide exxxxxxxxxxx vulnerable directory traversal issue give attacker access filesystem place url accessible file restrict file extension file extension etcpasswd throw error exxxxxxxxxxx http ex frame google style javascript guide exxxxxxxxxxx vulnerable directory traversal issue give attacker access filesystem place url accessible file restrict file extension file extension etcpasswd throw error exxxxxxxxxxx ,unknown
jwql one hundred and sixty update django fix security issue ,unknown
high severity vulnerability affect remote code execution vulnerability exist way script engine handle object memory microsoft edge aka script engine memory corruption vulnerability cve id unique cve20190609 cve20190639 cve20190680 cve20190770 cve20190771 cve20190773 cve20190783 microsoft chakracoremicrosoft edge ,unknown
information exposure polymorphic type issue discover fasterxml jacksondatabind occur default type enable either globally specific property externally expose json endpoint service logback jar classpath polymorphic type issue discover fasterxml jacksondatabind 2x two thousand  nine hundred and ninety-two occur default type enable either globally specific property externally expose json endpoint service logback jar classpath fasterxml jacksondatabind ,unknown
crosssite script store crosssite script xss vulnerability exist magento authenticate user inject arbitrary javascript code via customer attribute label store crosssite script xss vulnerability exist magento twenty-two prior two thousand  two hundred and ten magento twenty-three prior two hundred and thirty-three 232p1 authenticate user inject arbitrary javascript code via customer attribute label magento magento ,unknown
moderate severity vulnerability affect actionpack method basic authentication implementation action controller ruby rail thirty-two thousand  two hundred and twenty-one 40x 41x forty-one thousand  one hundred and forty-one 42x four thousand  two hundred and fifty-one 5x 500beta11 use constanttime algorithm verify credentials make easier remote attackers bypass authentication measure time differences rubyonrails railsrubyonrails ruby_on_rails ,gem
